Time, Force Sensor 1,Force Sensor 2,Force Sensor 3,Force Sensor 4,Command,Anomaly?,Anomaly Mode,Attribute,Desired Speed,Desired R,Shaft Control Effort,Actual Speed,ToolHeadNo,Merged Attribute,Force Sensor Number,Anomaly Mode Encode,Orient. x,Orient. y,Orient. z,AngVel x,AngVel y,AngVel z,LinAcc. x,LinAcc. y,LinAcc. z,Mag. x ,Mag. y,Mag. z, Quat. w, Quat. x, Quat. y, Quat. z,Temp,Audio,Strain Gage,MCU Time,Sample Freq,Rel Time
508529,0.0,0.0,10.29,0.0,0,M,M,M,250.0,15,36.53,254.6,0,10.29,Force Sensor 3,1,349.19,16.69,-2.37,7.19,-1612.5,2.94,2.24,-0.02,-18.31,12.38,45.69,-69.06,-0.96,-0.05,0.27,-0.09,29,-242417664,-1346.87,5454266,,3
508547,0.0,0.0,10.37,0.0,0,M,M,M,250.0,15,36.14,267.29,0,10.37,Force Sensor 3,1,349.75,47.69,-3.44,7.0,-1613.19,3.94,1.21,0.59,-19.44,12.38,45.69,-69.06,-0.91,-0.06,0.4,-0.08,29,-218759168,-1925.26,5454279,62.5,21
508559,0.0,0.0,10.29,0.0,0,M,M,M,250.0,15,36.25,269.54,0,10.29,Force Sensor 3,1,350.06,63.13,-5.19,7.0,-1608.38,4.87,0.47,-0.89,-19.84,12.38,45.69,-69.06,-0.85,-0.07,0.52,-0.07,29,-225607680,-2339.78,5454289,83.33333333333333,33
508574,0.0,0.0,10.0,0.0,0,M,M,M,250.0,15,36.13,254.42,0,10.0,Force Sensor 3,1,350.5,78.87,-12.13,5.25,-1654.25,4.37,1.63,0.14,-18.44,-64.75,48.69,-26.87,-0.77,-0.08,0.63,-0.06,29,-224329728,-2545.11,5454301,55.555555555555564,48
508592,0.0,0.0,10.41,0.0,0,M,M,M,250.0,15,37.11,239.8,0,10.41,Force Sensor 3,1,351.0,84.56,-177.69,6.5,-1638.44,3.87,-1.03,-0.12,-18.16,-64.75,48.69,-26.87,-0.57,-0.09,0.82,-0.04,29,-215154688,-2555.62,5454315,66.66666666666667,66
508605,0.0,0.0,9.52,0.01,0,M,M,M,250.0,15,37.62,237.76,0,9.52,Force Sensor 3,1,352.75,53.75,-176.25,7.12,-1607.69,2.81,-3.13,0.05,-15.62,-64.75,48.69,-26.87,-0.45,-0.1,0.89,-0.03,29,-221675520,-2315.16,5454327,71.42857142857143,79
508620,0.0,0.0,9.39,0.0,0,M,M,M,250.0,15,37.73,232.22,0,9.39,Force Sensor 3,1,347.62,38.38,-177.25,7.56,-1598.44,4.37,-3.63,-0.29,-16.35,-64.75,48.69,-26.87,-0.33,-0.1,0.94,-0.02,29,-224886784,-1859.02,5454340,62.5,94
508637,0.0,0.0,9.18,0.0,0,M,M,M,250.0,15,38.01,229.78,0,9.18,Force Sensor 3,1,348.0,23.06,-177.75,6.06,-1592.06,3.81,-4.04,-0.3,-13.97,-49.88,44.19,60.25,-0.2,-0.1,0.97,-0.0,29,-206602240,-1326.81,5454353,83.33333333333333,111
508649,0.0,0.0,9.32,0.0,0,M,M,M,250.0,15,38.01,232.54,0,9.32,Force Sensor 3,1,348.25,8.0,-178.0,5.44,-1536.81,4.12,-0.92,-0.34,-9.98,-49.88,44.19,60.25,0.06,-0.1,0.99,0.02,29,-204898304,-741.16,5454369,66.66666666666667,123
508664,0.0,0.0,9.74,0.0,0,M,M,M,250.0,15,38.02,245.1,0,9.74,Force Sensor 3,1,348.81,-20.94,-177.94,4.56,-1483.06,2.31,-4.13,-0.12,-7.33,-49.88,44.19,60.25,0.3,-0.09,0.95,0.05,29,-225411072,-192.37,5454381,58.82352941176471,138
508681,0.0,0.0,10.6,0.0,0,M,M,M,250.0,15,37.4,244.93,0,10.6,Force Sensor 3,1,349.12,-34.81,-177.69,4.94,-1440.81,3.69,-0.08,-0.19,-7.69,-49.88,44.19,60.25,0.3,-0.09,0.95,0.05,29,-195002368,349.31,5454392,62.5,155
508699,0.0,0.0,10.5,0.0,0,M,M,M,250.0,15,36.89,254.6,0,10.5,Force Sensor 3,1,344.5,-48.63,-177.19,4.5,-1431.44,3.19,-3.94,-0.31,-6.23,50.69,34.06,51.69,0.51,-0.08,0.85,0.06,29,-214269952,857.84,5454405,76.92307692307692,173
508709,0.0,0.0,10.73,0.0,0,M,M,M,250.0,15,36.92,269.81,0,10.73,Force Sensor 3,1,346.31,-76.0,-172.31,5.69,-1432.25,3.37,-2.39,-0.51,-7.44,50.69,34.06,51.69,0.61,-0.07,0.78,0.07,29,-206798848,1219.34,5454420,58.82352941176471,183
508726,0.0,0.0,11.2,0.0,0,M,M,M,250.0,15,36.15,262.34,0,11.2,Force Sensor 3,1,346.94,-88.0,-1.87,6.56,-1500.06,3.81,7.9,0.05,-6.96,50.69,34.06,51.69,0.79,-0.05,0.61,0.09,29,-220528640,1381.92,5454432,66.66666666666667,200
508740,0.0,0.0,10.55,0.0,0,M,M,M,250.0,15,36.52,259.46,0,10.55,Force Sensor 3,1,347.37,-75.12,-7.44,6.81,-1471.56,2.69,-0.25,-0.92,-8.63,50.69,34.06,51.69,0.86,-0.03,0.51,0.09,29,-216825856,1311.68,5454444,66.66666666666667,214
508755,0.0,0.0,10.19,6.66,0,M,M,M,250.0,15,36.66,261.98,0,10.19,Force Sensor 3,1,347.69,-61.25,-4.06,4.94,-1417.94,2.75,4.75,0.13,-6.96,70.87,36.56,-33.19,0.91,-0.02,0.4,0.1,29,-221184000,1015.24,5454461,71.42857142857143,229
508773,0.0,0.0,10.13,0.0,0,M,M,M,250.0,15,36.76,260.08,0,10.13,Force Sensor 3,1,348.25,-34.38,-2.44,5.0,-1369.75,1.75,-1.51,-0.39,-10.4,70.87,36.56,-33.19,0.98,0.0,0.18,0.1,29,-211746816,489.76,5454474,58.82352941176471,247
508787,0.0,0.0,10.3,0.0,0,M,M,M,250.0,15,36.61,269.9,0,10.3,Force Sensor 3,1,348.56,-20.31,-2.25,6.69,-1538.31,3.37,3.68,-0.1,-15.0,70.87,36.56,-33.19,0.99,0.01,0.05,0.1,29,-231145472,-146.54,5454485,66.66666666666667,261
508803,0.0,0.0,10.12,0.0,0,M,M,M,250.0,15,36.35,272.06,0,10.12,Force Sensor 3,1,348.81,-5.5,-2.19,6.69,-1538.31,3.37,2.55,0.44,-15.32,-0.5,46.5,-69.06,0.99,0.03,-0.08,0.09,29,-222724096,-855.31,5454496,83.33333333333333,277
508814,0.0,0.0,9.92,0.0,0,M,M,M,250.0,15,36.35,272.06,0,9.92,Force Sensor 3,1,349.31,25.0,-2.5,7.37,-1595.13,3.94,6.36,-0.51,-15.6,-0.5,46.5,-69.06,0.97,0.04,-0.21,0.09,29,-211124224,-1516.39,5454511,58.82352941176471,288
508833,0.0,0.0,10.54,0.0,0,M,M,M,250.0,15,36.58,251.99,0,10.54,Force Sensor 3,1,349.62,40.5,-3.06,7.12,-1608.75,3.69,1.38,0.0,-17.61,-0.5,46.5,-69.06,0.88,0.06,-0.47,0.08,29,-226426880,-2059.47,5454523,83.33333333333333,307
508844,0.0,0.0,9.94,0.0,0,M,M,M,250.0,15,36.98,244.76,0,9.94,Force Sensor 3,1,349.94,55.94,-4.19,6.75,-1608.0,4.19,2.82,-0.38,-19.36,-0.5,46.5,-69.06,0.81,0.07,-0.58,0.07,29,-226295808,-2417.26,5454536,58.82352941176471,318
508861,0.0,0.0,9.4,0.0,0,M,M,M,250.0,15,37.34,237.43,0,9.4,Force Sensor 3,1,350.31,71.62,-7.44,5.62,-1645.13,4.31,-0.42,-0.16,-19.2,-71.06,50.5,-16.19,0.72,0.08,-0.69,0.06,29,-220692480,-2570.96,5454549,58.82352941176471,335
508874,0.0,0.0,9.2,0.0,0,M,M,M,250.0,15,37.72,227.33,0,9.2,Force Sensor 3,1,351.37,76.31,-170.31,7.12,-1646.06,3.31,0.29,-0.31,-18.58,-71.06,50.5,-16.19,0.51,0.1,-0.86,0.03,29,-214466560,-2517.57,5454564,90.9090909090909,348
508891,0.0,0.0,9.2,0.0,0,M,M,M,250.0,15,38.0,232.38,0,9.2,Force Sensor 3,1,352.19,60.75,-175.44,7.56,-1601.13,3.37,-5.11,0.07,-16.66,-71.06,50.5,-16.19,0.39,0.1,-0.92,0.02,29,-215973888,-2203.98,5454576,55.555555555555564,365
508907,0.0,0.0,9.96,4.11,0,M,M,M,250.0,15,38.0,229.94,0,9.96,Force Sensor 3,1,347.87,29.87,-177.56,6.62,-1612.94,5.06,-5.27,0.04,-13.8,-71.06,50.5,-16.19,0.26,0.1,-0.96,0.01,29,-227540992,-1725.2,5454588,66.66666666666667,381
508920,0.0,0.0,10.46,0.0,0,M,M,M,250.0,15,37.51,229.94,0,10.46,Force Sensor 3,1,348.12,14.75,-177.87,6.44,-1569.75,2.12,-2.63,-0.37,-14.02,-41.5,41.38,67.0,0.13,0.1,-0.99,-0.0,29,-206700544,-1154.71,5454601,76.92307692307692,394
508936,0.0,0.0,10.6,0.0,0,M,M,M,250.0,15,38.14,249.89,0,10.6,Force Sensor 3,1,348.44,-0.25,-178.0,6.06,-1570.56,4.37,-4.3,-0.29,-10.77,-41.5,41.38,67.0,-0.13,0.1,-0.99,-0.03,29,-212467712,-555.3,5454618,58.82352941176471,410
508952,0.0,0.0,11.03,0.0,0,M,M,M,250.0,15,37.15,244.93,0,11.03,Force Sensor 3,1,349.0,-30.25,-177.81,4.94,-1547.5,3.56,-2.18,-0.28,-8.41,-41.5,41.38,67.0,-0.26,0.09,-0.96,-0.04,29,-209911808,32.52,5454630,66.66666666666667,426
508965,0.0,0.0,11.39,0.0,0,M,M,M,250.0,15,37.4,254.68,0,11.39,Force Sensor 3,1,349.31,-44.88,-177.37,5.12,-1522.88,3.75,-1.88,-0.08,-7.25,-41.5,41.38,67.0,-0.38,0.09,-0.92,-0.05,29,-210960384,597.61,5454640,76.92307692307692,439
508980,0.0,0.0,11.1,0.0,0,M,M,M,250.0,15,36.91,265.4,0,11.1,Force Sensor 3,1,345.37,-59.25,-176.37,5.31,-1493.44,2.94,0.1,-0.24,-7.59,60.56,33.25,40.56,-0.49,0.08,-0.87,-0.06,29,-207388672,1072.07,5454656,55.555555555555564,454
509000,0.0,0.0,10.24,0.0,0,M,M,M,250.0,15,36.88,262.25,0,10.24,Force Sensor 3,1,346.87,-87.75,-178.12,6.75,-1559.0,3.94,7.69,-0.08,-7.68,60.56,33.25,40.56,-0.7,0.06,-0.71,-0.08,29,-208699392,1353.25,5454669,62.5,474
509013,0.0,0.0,10.18,0.0,0,M,M,M,250.0,15,36.51,257.2,0,10.18,Force Sensor 3,1,347.31,-76.31,-8.06,7.12,-1534.13,2.75,-0.52,0.11,-8.78,60.56,33.25,40.56,-0.85,0.04,-0.51,-0.09,29,-224428032,1386.25,5454680,66.66666666666667,487
509026,0.0,0.0,10.21,0.0,0,M,M,M,250.0,15,36.76,264.95,0,10.21,Force Sensor 3,1,347.69,-61.81,-4.12,5.37,-1511.94,3.69,3.8,-0.6,-10.11,60.56,33.25,40.56,-0.85,0.04,-0.51,-0.09,29,-210239488,1178.59,5454692,83.33333333333333,500
509042,0.0,0.0,10.37,0.0,0,M,M,M,250.0,15,36.25,274.57,0,10.37,Force Sensor 3,1,348.0,-47.69,-2.94,5.25,-1467.75,2.75,2.96,0.25,-7.7,62.38,37.69,-46.06,-0.95,0.01,-0.29,-0.1,29,-219447296,718.74,5454706,55.555555555555564,516
509058,0.0,0.0,9.99,6.68,0,M,M,M,250.0,15,35.86,262.07,0,9.99,Force Sensor 3,1,348.56,-19.56,-2.25,6.56,-1501.44,1.81,4.31,0.6,-11.93,62.38,37.69,-46.06,-0.98,-0.0,-0.17,-0.1,29,-242647040,117.74,5454718,66.66666666666667,532
509071,0.0,0.0,10.34,0.0,0,M,M,M,250.0,15,36.48,264.86,0,10.34,Force Sensor 3,1,348.81,-4.94,-2.19,6.37,-1521.88,3.44,6.69,-0.34,-14.22,62.38,37.69,-46.06,-0.99,-0.01,-0.05,-0.1,29,-224591872,-564.86,5454731,83.33333333333333,545
509087,0.0,0.0,10.51,0.0,0,M,M,M,250.0,15,36.83,252.25,0,10.51,Force Sensor 3,1,349.06,9.69,-2.25,6.37,-1528.88,2.31,2.27,0.33,-16.03,62.38,37.69,-46.06,-0.99,-0.03,0.08,-0.09,29,-215515136,-1233.15,5454744,58.82352941176471,561
509103,0.0,0.0,9.34,0.0,0,M,M,M,250.0,15,36.96,249.81,0,9.34,Force Sensor 3,1,349.31,24.37,-2.5,7.06,-1523.25,3.44,0.66,-0.2,-16.9,-18.75,47.88,-65.06,-0.94,-0.05,0.33,-0.09,29,-218595328,-1810.53,5454759,58.82352941176471,577
509117,0.0,0.0,9.22,0.0,0,M,M,M,250.0,15,37.09,242.24,0,9.22,Force Sensor 3,1,349.87,53.81,-4.0,7.06,-1539.38,3.87,-0.71,-0.08,-18.77,-18.75,47.88,-65.06,-0.82,-0.07,0.56,-0.07,29,-222461952,-2253.81,5454770,76.92307692307692,591
509136,0.0,0.0,9.34,0.0,0,M,M,M,250.0,15,37.34,234.83,0,9.34,Force Sensor 3,1,350.25,69.06,-6.56,5.25,-1589.06,4.31,2.0,-0.26,-19.44,-18.75,47.88,-65.06,-0.74,-0.08,0.67,-0.06,29,-223313920,-2501.88,5454783,55.555555555555564,610
509148,0.0,0.0,9.75,0.0,0,M,M,M,250.0,15,37.85,255.12,0,9.75,Force Sensor 3,1,350.69,84.25,-2.31,5.94,-1614.19,4.06,-0.14,-0.14,-18.6,-75.06,50.5,0.75,-0.64,-0.09,0.76,-0.05,29,-217776128,-2564.21,5454796,76.92307692307692,622
509163,0.0,0.0,10.61,0.0,0,M,M,M,250.0,15,36.83,239.63,0,10.61,Force Sensor 3,1,352.0,64.0,-174.87,6.5,-1618.25,3.31,-2.46,-0.08,-17.11,-75.06,50.5,0.75,-0.53,-0.1,0.84,-0.04,29,-212434944,-2401.07,5454810,58.82352941176471,637
509180,0.0,0.0,10.6,0.0,0,M,M,M,250.0,15,36.82,244.68,0,10.6,Force Sensor 3,1,353.19,48.75,-176.69,7.62,-1588.13,2.75,-5.18,0.09,-16.37,-75.06,50.5,0.75,-0.29,-0.1,0.95,-0.01,29,-222986240,-1979.99,5454822,66.66666666666667,654
509194,0.0,0.0,10.84,0.0,0,M,M,M,250.0,15,37.36,252.42,0,10.84,Force Sensor 3,1,347.75,33.25,-177.44,7.12,-1610.69,5.44,-2.73,-0.45,-14.14,-75.06,50.5,0.75,-0.16,-0.1,0.98,0.0,29,-214630400,-1475.41,5454835,83.33333333333333,668
509210,0.0,0.0,11.26,14.15,0,M,M,M,250.0,15,36.97,247.37,0,11.26,Force Sensor 3,1,348.06,18.12,-177.81,6.37,-1571.75,4.06,-5.32,-0.12,-11.11,-24.69,39.88,73.06,-0.03,-0.1,0.99,0.01,29,-220921856,-860.05,5454848,55.555555555555564,684
509226,0.0,0.0,10.59,0.0,0,M,M,M,250.0,15,37.22,247.37,0,10.59,Force Sensor 3,1,348.62,-12.13,-178.0,5.25,-1579.88,2.94,-3.95,0.32,-11.01,-24.69,39.88,73.06,0.1,-0.1,0.99,0.03,29,-207618048,-276.73,5454861,66.66666666666667,700
509238,0.0,0.0,10.25,0.0,0,M,M,M,250.0,15,37.23,249.64,0,10.25,Force Sensor 3,1,348.94,-27.25,-177.87,4.94,-1569.19,3.37,-2.82,-0.16,-7.46,-24.69,39.88,73.06,0.36,-0.09,0.93,0.05,29,-207749120,327.41,5454874,76.92307692307692,712
509255,0.0,0.0,10.15,0.0,0,M,M,M,250.0,15,36.98,252.33,0,10.15,Force Sensor 3,1,349.25,-42.19,-177.44,5.69,-1535.94,3.06,-0.29,-0.19,-8.13,-24.69,39.88,73.06,0.47,-0.08,0.88,0.06,29,-211615744,870.7,5454887,58.82352941176471,729
509268,0.0,0.0,10.07,0.0,0,M,M,M,250.0,15,36.98,267.29,0,10.07,Force Sensor 3,1,346.12,-71.87,-174.0,6.25,-1554.81,3.69,-3.18,-0.19,-8.77,69.69,34.06,27.25,0.58,-0.07,0.81,0.07,29,-208994304,1260.71,5454900,90.9090909090909,742
509284,0.0,0.0,10.19,0.0,0,M,M,M,250.0,15,36.22,264.59,0,10.19,Force Sensor 3,1,346.81,-86.94,-178.06,7.31,-1622.44,4.06,8.63,-0.19,-7.69,69.69,34.06,27.25,0.78,-0.05,0.62,0.09,29,-222232576,1405.05,5454913,52.631578947368425,758
509304,0.0,0.0,10.08,0.0,0,M,M,M,250.0,15,35.84,257.2,0,10.08,Force Sensor 3,1,347.31,-76.94,-8.44,5.31,-1564.13,3.94,6.48,-0.52,-9.96,69.69,34.06,27.25,0.85,-0.04,0.51,0.09,29,-211910656,1284.16,5454926,62.5,778
509317,0.0,0.0,10.5,0.0,0,M,M,M,250.0,15,36.7,259.37,0,10.5,Force Sensor 3,1,348.0,-47.5,-2.94,5.56,-1501.13,2.62,1.52,0.14,-8.46,69.69,34.06,27.25,0.91,-0.02,0.4,0.1,29,-217776128,903.57,5454939,66.66666666666667,791
509333,0.0,0.0,10.2,0.0,0,M,M,M,250.0,15,36.59,257.29,0,10.2,Force Sensor 3,1,348.31,-33.38,-2.44,5.19,-1470.31,1.69,5.54,-0.6,-10.97,50.0,40.19,-57.56,0.98,0.0,0.16,0.1,29,-214040576,313.88,5454952,71.42857142857143,807
509345,0.0,0.0,9.33,0.0,0,M,M,M,250.0,15,36.69,256.85,0,9.33,Force Sensor 3,1,348.56,-18.56,-2.19,6.69,-1569.06,3.5,3.09,-0.05,-12.3,50.0,40.19,-57.56,0.99,0.02,0.03,0.1,29,-209027072,-353.07,5454966,66.66666666666667,819
509360,0.0,0.0,9.07,8.37,0,M,M,M,250.0,15,37.19,252.5,0,9.07,Force Sensor 3,1,349.12,11.5,-2.25,6.87,-1564.94,2.75,4.44,-0.11,-17.63,50.0,40.19,-57.56,0.99,0.03,-0.1,0.09,29,-211517440,-1055.54,5454979,58.82352941176471,834
509374,0.0,0.0,9.16,0.0,0,M,M,M,250.0,15,36.92,252.5,0,9.16,Force Sensor 3,1,349.37,26.44,-2.56,6.75,-1550.75,3.37,6.12,0.19,-15.16,50.0,40.19,-57.56,0.97,0.04,-0.23,0.09,29,-216465408,-1650.18,5454992,90.9090909090909,848
509389,0.0,0.0,9.96,0.0,0,M,M,M,250.0,15,36.92,252.85,0,9.96,Force Sensor 3,1,349.62,41.06,-3.06,6.69,-1520.5,3.56,3.71,-0.25,-15.82,-36.25,49.38,-55.25,0.88,0.06,-0.46,0.08,29,-222003200,-2124.66,5455006,55.555555555555564,863
509406,0.0,0.0,10.5,0.0,0,M,M,M,250.0,15,36.68,249.98,0,10.5,Force Sensor 3,1,350.25,70.12,-6.94,5.37,-1532.5,4.0,1.08,-0.18,-17.5,-36.25,49.38,-55.25,0.81,0.07,-0.57,0.07,29,-226099200,-2423.21,5455018,62.5,880
509423,0.0,0.0,10.63,0.0,0,M,M,M,250.0,15,37.04,257.12,0,10.63,Force Sensor 3,1,350.69,84.5,-2.31,5.75,-1534.88,3.75,-1.77,-0.08,-17.85,-36.25,49.38,-55.25,0.73,0.08,-0.67,0.06,29,-226623488,-2549.72,5455031,83.33333333333333,897
509435,0.0,0.0,11.18,0.0,0,M,M,M,250.0,15,36.68,259.73,0,11.18,Force Sensor 3,1,351.25,79.56,-167.19,6.37,-1564.69,3.56,-1.79,-0.04,-16.67,-36.25,49.38,-55.25,0.64,0.09,-0.76,0.05,29,-221282304,-2486.73,5455044,58.82352941176471,909
509451,0.0,0.0,11.31,0.0,0,M,M,M,250.0,15,37.05,251.9,0,11.31,Force Sensor 3,1,352.0,64.56,-174.75,6.56,-1575.25,2.87,-2.82,-0.05,-16.32,-75.87,47.88,22.37,0.42,0.1,-0.9,0.03,29,-222330880,-2166.28,5455058,62.5,925
509468,0.0,0.0,10.27,0.0,0,M,M,M,250.0,15,36.94,245.1,0,10.27,Force Sensor 3,1,347.75,34.5,-177.44,7.12,-1577.81,5.31,-2.78,-0.4,-15.34,-75.87,47.88,22.37,0.17,0.1,-0.98,-0.0,29,-226656256,-1697.25,5455071,66.66666666666667,942
509481,0.0,0.0,10.31,0.0,0,M,M,M,250.0,15,37.28,242.49,0,10.31,Force Sensor 3,1,348.0,19.56,-177.81,6.31,-1554.81,1.75,-4.04,-0.44,-14.22,-75.87,47.88,22.37,0.04,0.1,-0.99,-0.01,29,-207716352,-1126.95,5455083,71.42857142857143,955
509496,0.0,0.0,10.2,0.0,0,M,M,M,250.0,15,37.42,237.35,0,10.2,Force Sensor 3,1,348.31,4.5,-178.0,6.62,-1565.19,4.19,-5.5,-0.21,-11.04,-2.25,38.38,74.25,-0.09,0.1,-0.99,-0.03,29,-217382912,-529.0,5455096,62.5,970
509512,0.0,0.0,10.28,0.0,0,M,M,M,250.0,15,36.68,257.29,0,10.28,Force Sensor 3,1,348.94,-25.62,-177.87,5.0,-1568.25,3.31,-1.84,-0.36,-11.26,-2.25,38.38,74.25,-0.22,0.09,-0.97,-0.04,29,-213778432,74.34,5455109,62.5,986
509527,0.0,0.0,10.26,0.0,0,M,M,M,250.0,15,36.67,267.47,0,10.26,Force Sensor 3,1,349.25,-40.69,-177.5,5.0,-1562.13,3.81,-2.55,-0.2,-6.78,-2.25,38.38,74.25,-0.46,0.08,-0.88,-0.06,29,-210698240,651.46,5455122,83.33333333333333,1001
509541,0.0,0.0,9.97,0.0,0,M,M,M,250.0,15,36.16,257.29,0,9.97,Force Sensor 3,1,345.06,-55.19,-176.75,5.56,-1511.5,3.12,-2.97,-0.12,-7.83,-2.25,38.38,74.25,-0.57,0.07,-0.82,-0.07,29,-197459968,1119.87,5455135,62.5,1015
509558,0.0,0.0,10.36,0.0,0,M,M,M,250.0,15,36.66,259.73,0,10.36,Force Sensor 3,1,346.0,-69.69,-174.62,7.0,-1576.81,3.87,8.23,-0.06,-7.53,75.56,34.06,9.0,-0.67,0.06,-0.73,-0.08,29,-215908352,1394.46,5455148,58.82352941176471,1032
509575,0.0,0.0,9.69,0.0,0,M,M,M,250.0,15,36.79,259.99,0,9.69,Force Sensor 3,1,347.25,-79.56,-10.56,7.5,-1588.38,2.81,-1.51,-1.14,-9.46,75.56,34.06,9.0,-0.76,0.05,-0.64,-0.09,29,-217120768,1401.06,5455161,62.5,1049
509590,0.0,0.0,9.37,0.0,0,M,M,M,250.0,15,36.51,247.12,0,9.37,Force Sensor 3,1,347.62,-64.56,-4.5,5.25,-1567.06,3.81,5.37,0.33,-10.79,75.56,34.06,9.0,-0.9,0.02,-0.42,-0.09,29,-224821248,1145.46,5455174,71.42857142857143,1064
509603,0.0,0.0,9.07,0.0,0,M,M,M,250.0,15,37.16,247.29,0,9.07,Force Sensor 3,1,347.94,-49.81,-3.06,5.19,-1492.25,2.19,4.3,-0.66,-11.18,75.56,34.06,9.0,-0.95,0.01,-0.3,-0.1,29,-218136576,641.18,5455187,66.66666666666667,1077
509618,0.0,0.0,9.43,0.0,0,M,M,M,250.0,15,37.17,239.96,0,9.43,Force Sensor 3,1,348.56,-20.37,-2.25,6.56,-1563.69,1.62,4.05,0.47,-14.2,34.69,41.69,-63.56,-0.99,-0.01,-0.05,-0.1,29,-224722944,-6.46,5455202,62.5,1092
509636,0.0,0.0,10.31,0.0,0,M,M,M,250.0,15,37.53,267.38,0,10.31,Force Sensor 3,1,348.81,-5.12,-2.19,6.75,-1585.75,3.56,5.62,0.0,-17.56,34.69,41.69,-63.56,-0.99,-0.03,0.08,-0.09,29,-211156992,-717.51,5455215,62.5,1110
509649,0.0,0.0,10.67,0.0,0,M,M,M,250.0,15,36.15,247.03,0,10.67,Force Sensor 3,1,349.31,24.94,-2.5,6.81,-1559.06,3.31,5.05,0.17,-16.47,34.69,41.69,-63.56,-0.97,-0.04,0.21,-0.09,29,-231571456,-1386.92,5455228,66.66666666666667,1123
509664,0.0,0.0,10.63,0.0,0,M,M,M,250.0,15,37.16,272.24,0,10.63,Force Sensor 3,1,349.62,39.75,-3.0,6.87,-1539.88,3.62,3.92,-0.27,-15.9,34.69,41.69,-63.56,-0.94,-0.05,0.34,-0.08,29,-207912960,-1930.17,5455239,71.42857142857143,1138
509680,0.0,0.0,11.39,0.0,0,M,M,M,250.0,15,36.77,254.68,0,11.39,Force Sensor 3,1,349.87,54.31,-4.0,6.25,-1518.56,4.25,0.77,0.63,-16.97,-50.19,49.0,-44.56,-0.82,-0.07,0.56,-0.07,29,-226000896,-2316.73,5455252,62.5,1154
509697,0.0,0.0,11.15,0.0,0,M,M,M,250.0,15,36.77,257.64,0,11.15,Force Sensor 3,1,350.25,69.19,-6.62,5.81,-1540.5,3.69,-1.22,-0.07,-17.68,-50.19,49.0,-44.56,-0.74,-0.08,0.67,-0.06,29,-226983936,-2510.59,5455266,62.5,1171
509710,0.0,0.0,10.31,0.0,0,M,M,M,250.0,15,36.61,249.81,0,10.31,Force Sensor 3,1,351.19,80.62,-165.69,6.0,-1541.31,3.37,-1.31,-0.05,-16.69,-50.19,49.0,-44.56,-0.65,-0.09,0.76,-0.05,29,-214990848,-2541.36,5455279,71.42857142857143,1184
509725,0.0,0.0,10.31,0.0,0,M,M,M,250.0,15,37.27,242.4,0,10.31,Force Sensor 3,1,351.87,66.12,-174.37,6.44,-1527.81,2.75,-3.46,0.04,-15.56,-50.19,49.0,-44.56,-0.55,-0.09,0.83,-0.04,29,-215842816,-2345.03,5455292,62.5,1199
509739,0.0,0.0,10.14,0.0,0,M,M,M,250.0,15,37.38,244.93,0,10.14,Force Sensor 3,1,352.94,51.69,-176.44,7.0,-1501.0,3.0,-7.3,-0.06,-16.27,-69.69,45.69,38.19,-0.32,-0.1,0.94,-0.01,29,-215482368,-1926.84,5455304,83.33333333333333,1213
509754,0.0,0.0,10.36,0.0,0,M,M,M,250.0,15,37.26,254.77,0,10.36,Force Sensor 3,1,347.69,36.88,-177.31,6.25,-1541.81,1.44,-3.26,-0.01,-13.01,-69.69,45.69,38.19,-0.19,-0.1,0.98,-0.0,29,-204472320,-1417.43,5455317,58.82352941176471,1228
509769,0.0,0.0,10.15,0.0,0,M,M,M,250.0,15,36.77,252.5,0,10.15,Force Sensor 3,1,348.25,7.06,-178.0,6.75,-1553.88,4.37,-6.72,-0.21,-10.83,-69.69,45.69,38.19,-0.06,-0.1,0.99,0.01,29,-215416832,-810.25,5455330,66.66666666666667,1243
509787,0.0,0.0,10.16,0.0,0,M,M,M,250.0,15,36.52,254.86,0,10.16,Force Sensor 3,1,348.56,-8.0,-178.0,5.12,-1574.69,2.87,-4.4,0.18,-11.24,-69.69,45.69,38.19,0.2,-0.09,0.97,0.04,29,-206667776,-217.09,5455343,58.82352941176471,1261
509800,0.0,0.0,10.71,0.0,0,M,M,M,250.0,15,36.75,254.68,0,10.71,Force Sensor 3,1,348.87,-23.12,-177.94,5.25,-1576.56,3.5,-2.27,-0.38,-11.48,18.19,35.88,70.69,0.33,-0.09,0.94,0.05,29,-215678976,394.11,5455356,83.33333333333333,1274
509816,0.0,0.0,10.12,0.0,0,M,M,M,250.0,15,36.76,259.73,0,10.12,Force Sensor 3,1,344.94,-53.5,-176.87,5.44,-1569.56,3.12,-0.52,-0.19,-7.72,18.19,35.88,70.69,0.45,-0.08,0.89,0.06,29,-220856320,938.21,5455369,62.5,1290
509828,0.0,0.0,9.35,0.0,0,M,M,M,250.0,15,36.5,257.29,0,9.35,Force Sensor 3,1,345.94,-68.5,-174.94,6.56,-1565.94,3.62,-2.21,-0.18,-7.91,18.19,35.88,70.69,0.67,-0.06,0.74,0.08,29,-225411072,1327.15,5455382,76.92307692307692,1302
