Time, Force Sensor 1,Force Sensor 2,Force Sensor 3,Force Sensor 4,Command,Anomaly?,Anomaly Mode,Attribute,Desired Speed,Desired R,Shaft Control Effort,Actual Speed,ToolHeadNo,Merged Attribute,Force Sensor Number,Anomaly Mode Encode,Orient. x,Orient. y,Orient. z,AngVel x,AngVel y,AngVel z,LinAcc. x,LinAcc. y,LinAcc. z,Mag. x ,Mag. y,Mag. z, Quat. w, Quat. x, Quat. y, Quat. z,Temp,Audio,Strain Gage,MCU Time,Sample Freq,Rel Time
73132,0,0,5.99,0.42,0,M,M,M,250,15,35.7,239.8,0,5.99,Force Sensor 3,1,0.25,65.94,-173.44,6.75,-1516.06,3.12,-10.82,-0.51,-14.98,-52.0,44.19,60.06,-0.44,-0.04,0.9,0.01,29,-209059840,-645.63,4918693,66.66666666666667,204
73145,0,0,5.93,0.0,0,M,M,M,250,15,36.2,247.54,0,5.93,Force Sensor 3,1,355.25,37.31,-176.75,6.06,-1497.88,3.19,-11.1,0.09,-12.95,-52.0,44.19,60.06,-0.32,-0.04,0.95,0.01,29,-216039424,-182.14,4918706,90.9090909090909,217
73161,0,0,5.33,0.0,0,M,M,M,250,15,35.82,237.52,0,5.33,Force Sensor 3,1,355.62,22.62,-177.31,5.44,-1526.19,3.37,-11.58,-0.57,-10.43,-52.0,44.19,60.06,-0.07,-0.03,1.0,0.02,29,-208207872,318.36,4918720,58.82352941176471,233
73176,0,0,4.94,0.0,0,M,M,M,250,15,36.32,239.8,0,4.94,Force Sensor 3,1,355.94,7.62,-177.56,5.56,-1558.06,4.06,-10.13,-0.3,-8.01,-52.0,44.19,60.06,0.06,-0.03,1.0,0.02,29,-212860928,829.19,4918733,58.82352941176471,248
73190,0,0,5.04,0.0,0,M,M,M,250,15,36.22,240.12,0,5.04,Force Sensor 3,1,356.31,-7.19,-177.56,6.0,-1544.13,4.19,-8.12,-0.39,-3.5,46.75,34.69,54.88,0.19,-0.03,0.98,0.03,29,-210960384,1314.62,4918746,76.92307692307692,262
73206,0,0,5.19,0.0,0,M,M,M,250,15,35.97,247.45,0,5.19,Force Sensor 3,1,357.06,-37.19,-177.12,6.25,-1578.56,4.19,-3.49,-0.27,-3.55,46.75,34.69,54.88,0.44,-0.02,0.9,0.03,29,-209256448,1658.2,4918759,62.5,278
73221,0,0,6.11,0.0,0,M,M,M,250,15,35.84,249.81,0,6.11,Force Sensor 3,1,351.81,-52.69,-176.25,7.0,-1615.63,4.0,0.66,-0.57,-4.29,46.75,34.69,54.88,0.56,-0.01,0.83,0.03,29,-211124224,1714.67,4918774,66.66666666666667,293
73235,0,0,6.01,0.0,0,M,M,M,250,15,35.72,250.06,0,6.01,Force Sensor 3,1,353.94,-82.81,-161.5,6.19,-1566.94,2.44,9.69,0.1,-2.34,70.87,35.69,-33.06,0.66,-0.01,0.75,0.03,29,-214761472,1531.65,4918785,71.42857142857143,307
73251,0,0,6.16,0.0,0,M,M,M,250,15,35.99,239.96,0,6.16,Force Sensor 3,1,354.56,-82.0,-16.75,5.37,-1502.19,3.19,7.3,-0.2,-4.25,70.87,35.69,-33.06,0.75,-0.0,0.66,0.04,29,-215580672,1121.12,4918798,66.66666666666667,323
73266,0,0,5.8,0.0,0,M,M,M,250,15,36.22,244.93,0,5.8,Force Sensor 3,1,356.44,-10.5,-2.62,5.62,-1477.94,2.69,9.2,-0.03,-18.99,-7.19,46.69,-67.06,1.0,0.02,-0.03,0.03,29,-208830464,-1067.76,4918853,58.82352941176471,338
73283,0,0,4.74,4.34,0,M,M,M,250,15,35.98,252.25,0,4.74,Force Sensor 3,1,357.0,17.75,-2.81,6.75,-1467.88,3.5,6.6,-0.24,-20.26,-7.19,46.69,-67.06,0.99,0.03,-0.15,0.03,29,-217808896,-1457.17,4918869,76.92307692307692,355
73295,0,0,4.33,0.0,0,M,M,M,250,15,35.61,244.68,0,4.33,Force Sensor 3,1,357.31,32.25,-3.19,6.31,-1505.69,3.87,4.39,0.29,-21.66,-7.19,46.69,-67.06,0.92,0.03,-0.4,0.02,29,-210567168,-1704.15,4918878,58.82352941176471,367
73311,0,0,3.97,0.0,0,M,M,M,250,15,35.61,252.25,0,3.97,Force Sensor 3,1,357.69,46.75,-4.0,5.69,-1507.63,3.56,1.85,-0.03,-24.0,-71.37,50.0,-12.25,0.86,0.04,-0.51,0.01,29,-205750272,-1787.67,4918889,66.66666666666667,383
73325,0,0,4.22,0.0,0,M,M,M,250,15,35.61,252.07,0,4.22,Force Sensor 3,1,358.06,61.31,-5.75,6.5,-1520.44,3.37,-2.14,-0.17,-21.72,-71.37,50.0,-12.25,0.79,0.04,-0.62,0.01,29,-221544448,-1699.56,4918903,83.33333333333333,397
73340,0,0,4.85,0.0,0,M,M,M,250,15,35.62,262.16,0,4.85,Force Sensor 3,1,359.0,87.19,-177.25,7.25,-1502.75,3.62,-5.22,-0.28,-20.94,-71.37,50.0,-12.25,0.61,0.04,-0.79,0.0,29,-217022464,-1421.64,4918917,55.555555555555564,412
73357,0,0,5.44,0.0,0,M,M,M,250,15,35.61,259.81,0,5.44,Force Sensor 3,1,359.69,74.5,-169.81,7.19,-1522.81,3.31,-7.25,0.13,-18.35,-71.37,50.0,-12.25,0.61,0.04,-0.79,0.0,29,-224264192,-1017.65,4918928,66.66666666666667,429
73373,0,0,5.73,0.0,0,M,M,M,250,15,35.22,259.9,0,5.73,Force Sensor 3,1,0.69,60.31,-174.62,6.75,-1485.5,3.31,-8.54,-0.22,-16.98,-43.56,42.69,64.75,0.39,0.04,-0.92,-0.01,29,-210665472,-573.37,4918941,62.5,445
73390,0,0,5.83,0.0,0,M,M,M,250,15,35.21,252.33,0,5.83,Force Sensor 3,1,2.12,46.13,-176.25,5.81,-1485.06,3.31,-12.39,0.07,-11.02,-43.56,42.69,64.75,0.28,0.04,-0.96,-0.01,29,-220430336,-105.12,4918954,62.5,462
73403,0,0,5.26,0.0,0,M,M,M,250,15,35.59,249.55,0,5.26,Force Sensor 3,1,355.75,17.31,-177.37,5.5,-1512.13,3.5,-9.44,-0.31,-9.51,-43.56,42.69,64.75,0.02,0.03,-1.0,-0.02,29,-218038272,382.34,4918968,71.42857142857143,475
73417,0,0,5.09,0.0,0,M,M,M,250,15,36.09,239.72,0,5.09,Force Sensor 3,1,356.06,2.56,-177.56,5.0,-1537.81,3.87,-7.78,-0.5,-7.56,-43.56,42.69,64.75,-0.1,0.03,-0.99,-0.02,29,-206372864,899.27,4918980,66.66666666666667,489
73431,0,0,5.12,-14.56,0,M,M,M,250,15,36.23,239.88,0,5.12,Force Sensor 3,1,356.44,-12.0,-177.56,6.0,-1520.5,4.0,-8.13,-0.22,-4.9,54.06,34.25,50.06,-0.23,0.03,-0.97,-0.03,29,-210960384,1363.29,4918993,76.92307692307692,503
73446,0,0,5.35,0.0,0,M,M,M,250,15,36.22,244.68,0,5.35,Force Sensor 3,1,357.19,-42.0,-176.87,6.75,-1575.06,4.0,-5.2,-0.36,-3.11,54.06,34.25,50.06,-0.36,0.02,-0.93,-0.03,29,-210829312,1685.04,4919006,58.82352941176471,518
73464,0,0,5.73,0.0,0,M,M,M,250,15,35.85,242.32,0,5.73,Force Sensor 3,1,352.25,-57.31,-175.75,6.25,-1566.19,2.44,4.32,-0.22,-1.93,54.06,34.25,50.06,-0.59,0.01,-0.81,-0.03,29,-210927616,1718.79,4919021,62.5,536
73479,0,0,5.94,0.0,0,M,M,M,250,15,36.11,242.24,0,5.94,Force Sensor 3,1,353.37,-72.31,-172.5,6.25,-1566.19,2.44,7.36,0.13,-2.48,67.56,36.75,-37.88,-0.69,0.01,-0.72,-0.04,29,-215187456,1505.26,4919032,66.66666666666667,551
73496,0,0,6.02,0.0,0,M,M,M,250,15,36.12,239.72,0,6.02,Force Sensor 3,1,354.12,-86.5,-177.69,5.56,-1529.13,3.0,6.11,-0.3,-5.45,67.56,36.75,-37.88,-0.78,0.0,-0.63,-0.04,29,-217022464,1064.48,4919045,71.42857142857143,568
73509,0,0,5.77,0.0,0,M,M,M,250,15,36.39,244.68,0,5.77,Force Sensor 3,1,355.19,-62.63,-5.06,6.37,-1576.63,1.75,8.79,-0.2,-8.86,67.56,36.75,-37.88,-0.85,-0.0,-0.52,-0.04,29,-210075648,519.62,4919061,66.66666666666667,581
73521,0,0,5.28,0.0,0,M,M,M,250,15,36.39,244.68,0,5.28,Force Sensor 3,1,356.87,10.69,-2.69,5.69,-1471.44,3.0,6.46,-0.33,-21.07,-13.19,48.19,-64.75,-0.99,-0.03,0.09,-0.03,29,-222232576,-1171.47,4919105,76.92307692307692,593
73538,0,0,4.81,0.0,0,M,M,M,250,15,35.63,247.37,0,4.81,Force Sensor 3,1,357.19,25.0,-2.94,6.87,-1487.56,3.5,4.18,-0.03,-20.22,-13.19,48.19,-64.75,-0.94,-0.03,0.34,-0.02,29,-221446144,-1527.85,4919117,55.555555555555564,610
73553,0,0,4.43,0.0,0,M,M,M,250,15,35.88,252.25,0,4.43,Force Sensor 3,1,357.5,39.5,-3.5,5.56,-1506.19,3.87,4.9,0.07,-21.43,-13.19,48.19,-64.75,-0.94,-0.03,0.34,-0.02,29,-223117312,-1738.63,4919126,66.66666666666667,625
73567,0,0,4.47,0.0,0,M,M,M,250,15,35.63,252.5,0,4.47,Force Sensor 3,1,357.87,54.06,-4.69,6.81,-1516.19,3.44,-0.06,-0.35,-23.33,-74.25,50.69,-4.0,-0.83,-0.04,0.56,-0.01,29,-218103808,-1779.02,4919139,90.9090909090909,639
73582,0,0,4.8,0.0,0,M,M,M,250,15,35.75,262.07,0,4.8,Force Sensor 3,1,358.25,68.56,-7.56,6.81,-1474.56,3.37,-3.14,-0.2,-21.0,-74.25,50.69,-4.0,-0.75,-0.04,0.66,-0.01,29,-214007808,-1649.56,4919152,58.82352941176471,654
73598,0,0,5.82,0.0,0,M,M,M,250,15,35.13,252.25,0,5.82,Force Sensor 3,1,359.31,82.5,-158.56,7.06,-1456.94,3.31,-4.37,-0.28,-20.27,-74.25,50.69,-4.0,-0.66,-0.04,0.75,-0.0,29,-213221376,-1349.69,4919165,62.5,670
73611,0,0,5.87,0.0,0,M,M,M,250,15,35.62,259.81,0,5.87,Force Sensor 3,1,0.06,68.87,-172.5,6.62,-1448.0,3.25,-8.33,-0.31,-16.65,-74.25,50.69,-4.0,-0.57,-0.04,0.82,0.0,29,-216367104,-949.9,4919176,76.92307692307692,683
73628,0,0,6.04,0.0,0,M,M,M,250,15,34.86,265.04,0,6.04,Force Sensor 3,1,1.12,55.06,-175.37,6.25,-1441.06,3.31,-11.19,-0.31,-15.23,-35.56,41.19,69.06,-0.35,-0.04,0.94,0.01,29,-197492736,-517.56,4919189,62.5,700
73643,0,0,5.85,0.0,0,M,M,M,250,15,34.96,257.12,0,5.85,Force Sensor 3,1,355.12,41.0,-176.56,5.75,-1465.63,3.0,-12.48,-0.32,-10.12,-35.56,41.19,69.06,-0.23,-0.04,0.97,0.01,29,-225017856,-45.33,4919202,58.82352941176471,715
73657,0,0,5.17,0.0,0,M,M,M,250,15,35.35,249.55,0,5.17,Force Sensor 3,1,355.87,11.63,-177.5,5.44,-1540.44,3.94,-9.49,0.01,-8.94,-35.56,41.19,69.06,-0.1,-0.04,0.99,0.02,29,-217415680,452.37,4919215,83.33333333333333,729
73672,0,0,5.0,0.0,0,M,M,M,250,15,35.73,252.16,0,5.0,Force Sensor 3,1,356.25,-3.12,-177.56,5.19,-1540.94,3.94,-5.01,-0.33,-7.09,-35.56,41.19,69.06,0.03,-0.03,1.0,0.02,29,-210501632,962.57,4919228,58.82352941176471,744
73689,0,0,5.46,0.0,0,M,M,M,250,15,36.11,247.37,0,5.46,Force Sensor 3,1,356.56,-17.81,-177.5,5.94,-1530.94,4.12,-6.92,-0.15,-3.33,57.5,33.19,43.75,0.28,-0.03,0.96,0.03,29,-173768704,1417.35,4919241,83.33333333333333,761
73701,0,0,5.88,0.0,0,M,M,M,250,15,35.85,249.98,0,5.88,Force Sensor 3,1,356.94,-32.69,-177.25,7.06,-1579.5,4.06,-3.02,-0.21,-3.06,57.5,33.19,43.75,0.41,-0.02,0.91,0.03,29,-224002048,1701.88,4919254,55.555555555555564,773
73717,0,0,6.09,0.0,0,M,M,M,250,15,35.72,247.29,0,6.09,Force Sensor 3,1,352.75,-63.0,-175.0,6.12,-1574.0,3.06,1.39,-0.5,-2.24,57.5,33.19,43.75,0.52,-0.02,0.85,0.03,29,-213942272,1702.73,4919267,66.66666666666667,789
73734,0,0,6.09,0.0,0,M,M,M,250,15,35.85,239.8,0,6.09,Force Sensor 3,1,353.69,-77.87,-169.12,6.5,-1557.5,2.25,7.66,0.19,-2.45,57.5,33.19,43.75,0.63,-0.01,0.78,0.03,29,-219709440,1464.54,4919280,62.5,806
73747,0,0,6.02,0.0,0,M,M,M,250,15,36.37,237.43,0,6.02,Force Sensor 3,1,354.37,-86.37,-2.25,5.56,-1527.56,3.0,4.46,-0.1,-4.22,64.06,37.56,-44.19,0.81,-0.0,0.59,0.04,29,-219021312,990.54,4919293,76.92307692307692,819
73761,0,0,5.55,0.0,0,M,M,M,250,15,36.36,244.6,0,5.55,Force Sensor 3,1,357.06,19.31,-2.81,6.75,-1525.81,3.69,6.36,-0.18,-20.87,-19.69,48.5,-63.56,0.99,0.03,-0.17,0.03,29,-215089152,-1298.66,4919355,66.66666666666667,833
73777,0,0,4.54,0.0,0,M,M,M,250,15,36.01,250.06,0,4.54,Force Sensor 3,1,357.37,34.06,-3.25,6.0,-1534.06,3.87,5.57,-0.06,-21.95,-19.69,48.5,-63.56,0.91,0.03,-0.41,0.02,29,-217677824,-1609.47,4919367,62.5,849
73793,0,0,4.14,0.0,0,M,M,M,250,15,35.36,254.6,0,4.14,Force Sensor 3,1,357.69,48.69,-4.12,5.94,-1523.25,3.56,1.49,-0.25,-23.72,-19.69,48.5,-63.56,0.91,0.03,-0.41,0.02,29,-226787328,-1773.52,4919380,62.5,865
73808,0,0,3.95,0.0,0,M,M,M,250,15,35.5,252.5,0,3.95,Force Sensor 3,1,358.12,63.25,-6.12,7.0,-1520.31,3.06,0.86,0.03,-22.72,-75.37,48.19,7.5,0.78,0.04,-0.63,0.01,29,-219643904,-1760.08,4919389,71.42857142857143,880
73823,0,0,4.43,0.0,0,M,M,M,250,15,35.6,259.81,0,4.43,Force Sensor 3,1,358.56,77.5,-12.88,7.19,-1482.13,3.5,-6.98,-0.23,-20.22,-75.37,48.19,7.5,0.69,0.04,-0.72,0.01,29,-220102656,-1565.59,4919402,62.5,895
73840,0,0,5.22,0.0,0,M,M,M,250,15,35.61,259.55,0,5.22,Force Sensor 3,1,359.81,73.37,-170.5,6.75,-1483.0,3.25,-7.43,-0.02,-17.36,-75.37,48.19,7.5,0.6,0.04,-0.8,0.0,29,-221184000,-1212.94,4919415,90.9090909090909,912
73852,0,0,5.63,0.0,0,M,M,M,250,15,35.24,262.07,0,5.63,Force Sensor 3,1,0.75,59.56,-174.75,6.37,-1441.75,3.19,-10.03,-0.15,-16.04,-75.37,48.19,7.5,0.39,0.04,-0.92,-0.01,29,-215482368,-791.51,4919427,52.631578947368425,924
73869,0,0,5.89,0.0,0,M,M,M,250,15,35.11,261.98,0,5.89,Force Sensor 3,1,2.19,45.81,-176.25,5.81,-1434.31,3.19,-8.89,-0.17,-13.27,-22.0,39.38,73.06,0.27,0.04,-0.96,-0.01,29,-217186304,-348.65,4919436,90.9090909090909,941
73882,0,0,6.0,0.0,0,M,M,M,250,15,35.11,269.81,0,6.0,Force Sensor 3,1,355.37,31.69,-177.0,5.5,-1467.44,3.31,-13.16,-0.06,-11.04,-22.0,39.38,73.06,0.15,0.04,-0.99,-0.02,29,-214073344,128.46,4919449,58.82352941176471,954
73897,0,0,5.12,0.0,0,M,M,M,250,15,34.71,259.64,0,5.12,Force Sensor 3,1,355.75,17.12,-177.37,5.19,-1546.38,3.81,-7.6,-0.42,-7.58,-22.0,39.38,73.06,0.02,0.03,-1.0,-0.02,29,-215416832,638.91,4919462,66.66666666666667,969
73915,0,0,5.06,0.0,0,M,M,M,250,15,35.2,259.37,0,5.06,Force Sensor 3,1,356.44,-12.69,-177.56,6.0,-1554.94,4.31,-9.6,-0.42,-5.49,-22.0,39.38,73.06,-0.11,0.03,-0.99,-0.02,29,-212992000,1144.94,4919476,62.5,987
73930,0,0,5.29,0.0,0,M,M,M,250,15,35.21,259.81,0,5.29,Force Sensor 3,1,356.81,-27.94,-177.37,6.06,-1590.31,4.31,-4.78,-0.28,-3.54,67.0,33.19,32.38,-0.24,0.03,-0.97,-0.03,29,-214040576,1559.43,4919488,71.42857142857143,1002
73942,0,0,5.62,0.0,0,M,M,M,250,15,35.19,257.12,0,5.62,Force Sensor 3,1,357.25,-43.31,-176.81,7.06,-1601.44,4.12,1.65,-0.1,-2.07,67.0,33.19,32.38,-0.49,0.02,-0.87,-0.03,29,-207224832,1748.71,4919502,62.5,1014
73956,0,0,6.03,0.0,0,M,M,M,250,15,35.32,249.47,0,6.03,Force Sensor 3,1,353.44,-73.44,-172.0,6.37,-1557.75,1.87,5.83,-0.03,-2.13,67.0,33.19,32.38,-0.6,0.01,-0.8,-0.03,29,-218660864,1641.43,4919515,76.92307692307692,1028
73972,0,0,5.97,0.0,0,M,M,M,250,15,35.83,242.49,0,5.97,Force Sensor 3,1,354.19,-87.12,-177.69,5.5,-1530.81,2.94,4.97,-0.05,-2.49,67.0,33.19,32.38,-0.78,0.0,-0.62,-0.04,29,-220135424,1307.75,4919528,58.82352941176471,1044
73987,0,0,6.14,-0.03,0,M,M,M,250,15,36.06,237.35,0,6.14,Force Sensor 3,1,354.75,-76.62,-10.0,5.62,-1538.13,2.31,6.54,-0.11,-4.91,54.5,39.0,-54.06,-0.86,-0.0,-0.51,-0.04,29,-211517440,785.49,4919540,66.66666666666667,1059
74004,0,0,5.29,0.0,0,M,M,M,250,15,36.32,237.35,0,5.29,Force Sensor 3,1,355.25,-61.5,-4.87,7.19,-1619.06,3.44,9.73,0.21,-11.53,54.5,39.0,-54.06,-0.92,-0.01,-0.39,-0.03,29,-225968128,189.26,4919553,58.82352941176471,1076
74017,0,0,4.85,0.0,0,M,M,M,250,15,36.32,244.85,0,4.85,Force Sensor 3,1,357.31,31.87,-3.19,6.87,-1632.31,4.12,7.16,0.28,-23.79,-32.06,50.06,-57.19,-0.92,-0.03,0.4,-0.02,29,-221052928,-1724.51,4919613,90.9090909090909,1089
74033,0,0,4.59,0.0,0,M,M,M,250,15,36.21,249.89,0,4.59,Force Sensor 3,1,358.06,62.31,-5.94,7.56,-1570.5,2.94,1.98,-0.13,-23.26,-32.06,50.06,-57.19,-0.85,-0.04,0.52,-0.01,29,-212041728,-1798.7,4919623,58.82352941176471,1105
74049,0,0,4.35,0.0,0,M,M,M,250,15,35.71,254.77,0,4.35,Force Sensor 3,1,358.56,76.81,-12.19,6.75,-1521.13,3.19,-2.92,-0.13,-22.23,-74.69,46.69,22.37,-0.78,-0.04,0.62,-0.01,29,-217317376,-1673.29,4919632,62.5,1121
74066,0,0,5.27,3.34,0,M,M,M,250,15,35.32,259.46,0,5.27,Force Sensor 3,1,358.56,76.81,-12.19,7.31,-1498.69,3.75,-8.72,-0.25,-20.94,-74.69,46.69,22.37,-0.7,-0.04,0.72,-0.01,29,-217186304,-1372.22,4919645,76.92307692307692,1138
74078,0,0,5.77,0.0,0,M,M,M,250,15,35.22,257.47,0,5.77,Force Sensor 3,1,359.81,73.81,-170.25,6.69,-1497.94,2.75,-7.33,-0.43,-17.65,-74.69,46.69,22.37,-0.5,-0.04,0.86,0.0,29,-211025920,-970.98,4919662,62.5,1150
74094,0,0,5.81,0.0,0,M,M,M,250,15,35.31,259.55,0,5.81,Force Sensor 3,1,2.19,46.06,-176.25,5.81,-1441.38,2.87,-10.84,-0.01,-13.31,-74.69,46.69,22.37,-0.39,-0.04,0.92,0.01,29,-226754560,-531.28,4919672,58.82352941176471,1166
74107,0,0,6.06,0.0,0,M,M,M,250,15,35.2,264.86,0,6.06,Force Sensor 3,1,355.37,32.0,-177.0,5.25,-1466.88,3.0,-9.76,-0.65,-11.94,-1.5,38.69,74.69,-0.28,-0.04,0.96,0.01,29,-214990848,-78.79,4919684,90.9090909090909,1179
74123,0,0,5.87,0.0,0,M,M,M,250,15,34.93,262.43,0,5.87,Force Sensor 3,1,355.75,17.69,-177.37,5.56,-1482.81,3.94,-10.46,-0.05,-7.86,-1.5,38.69,74.69,-0.15,-0.04,0.99,0.02,29,-207912960,402.32,4919697,58.82352941176471,1195
74141,0,0,5.25,19.77,0,M,M,M,250,15,35.05,277.19,0,5.25,Force Sensor 3,1,356.06,3.37,-177.56,4.81,-1488.75,3.5,-7.14,-0.43,-6.7,-1.5,38.69,74.69,0.09,-0.03,0.99,0.02,29,-213057536,899.36,4919714,58.82352941176471,1213
74157,0,0,4.97,0.0,0,M,M,M,250,15,34.29,277.66,0,4.97,Force Sensor 3,1,356.75,-25.75,-177.37,5.5,-1542.19,4.06,-6.07,-0.23,-3.34,-1.5,38.69,74.69,0.22,-0.03,0.97,0.03,29,-199491584,1368.06,4919723,62.5,1229
74171,0,0,5.01,0.0,0,M,M,M,250,15,34.27,279.9,0,5.01,Force Sensor 3,1,357.19,-41.06,-176.94,6.75,-1593.31,4.12,-5.85,-0.36,-2.96,75.69,33.5,13.69,0.35,-0.02,0.94,0.03,29,-217874432,1686.39,4919736,66.66666666666667,1243
74189,0,0,5.97,0.0,0,M,M,M,250,15,34.11,267.47,0,5.97,Force Sensor 3,1,352.19,-56.5,-175.81,6.56,-1612.38,3.44,3.45,-0.24,-1.86,75.69,33.5,13.69,0.59,-0.01,0.81,0.03,29,-215121920,1710.76,4919749,71.42857142857143,1261
74201,0,0,5.92,0.0,0,M,M,M,250,15,34.72,261.98,0,5.92,Force Sensor 3,1,353.31,-71.69,-172.75,5.87,-1543.94,2.81,4.73,-0.02,-3.19,75.69,33.5,13.69,0.69,-0.01,0.73,0.04,29,-222724096,1491.29,4919765,62.5,1273
74216,0,0,6.0,23.3,0,M,M,M,250,15,34.99,249.72,0,6.0,Force Sensor 3,1,354.69,-78.12,-11.31,5.62,-1547.44,2.31,7.06,-0.05,-4.54,75.69,33.5,13.69,0.77,-0.0,0.63,0.04,29,-217382912,1033.58,4919775,66.66666666666667,1288
74230,0,0,5.68,0.0,0,M,M,M,250,15,36.36,240.04,0,5.68,Force Sensor 3,1,355.19,-63.06,-5.19,6.37,-1582.88,2.69,11.57,-0.33,-8.62,40.56,41.19,-61.19,0.85,0.0,0.52,0.04,29,-218103808,480.17,4919788,76.92307692307692,1302
74258,0,0,4.28,0.0,0,M,M,M,250,15,36.0,237.6,0,4.28,Force Sensor 3,1,355.56,-47.63,-3.56,6.81,-1608.63,3.44,14.33,-0.03,-14.52,40.56,41.19,-61.19,0.96,0.01,0.28,0.03,29,-229867520,-169.35,4919805,62.5,1330
74263,0,0,4.28,0.0,0,M,M,M,250,15,36.0,237.6,0,4.28,Force Sensor 3,1,356.31,-16.5,-2.62,7.94,-1616.31,3.31,10.16,-0.31,-17.3,40.56,41.19,-61.19,1.0,0.02,0.01,0.03,29,-202932224,-773.57,4919816,62.5,1335
