Time, Force Sensor 1,Force Sensor 2,Force Sensor 3,Force Sensor 4,Command,Anomaly?,Anomaly Mode,Attribute,Desired Speed,Desired R,Shaft Control Effort,Actual Speed,ToolHeadNo,Merged Attribute,Force Sensor Number,Anomaly Mode Encode,Orient. x,Orient. y,Orient. z,AngVel x,AngVel y,AngVel z,LinAcc. x,LinAcc. y,LinAcc. z,Mag. x ,Mag. y,Mag. z, Quat. w, Quat. x, Quat. y, Quat. z,Temp,Audio,Strain Gage,MCU Time,Sample Freq,Rel Time
27694,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.91,222.43,0,,Force Sensor 3,0,358.56,23.56,-177.75,5.87,-1445.88,3.56,3.32,-0.22,-9.52,-72.06,48.69,-11.38,-0.09,-0.01,1.0,0.02,29,-212664320,-474.26,33458,66.66666666666667,403
27710,0.0,0.0,0.0,0.0,0,,,,250.0,15,35.06,220.13,0,,Force Sensor 3,0,359.37,-16.19,-178.0,5.69,-1355.06,3.12,-0.24,-0.26,-9.72,-40.0,40.69,68.06,0.25,-0.0,0.97,0.02,29,-229867520,-216.27,33485,62.5,419
27727,0.0,0.0,0.0,0.0,0,,,,250.0,15,35.09,234.75,0,,Force Sensor 3,0,359.94,-42.25,-177.5,5.37,-1361.94,3.37,-2.38,-0.15,-9.5,-40.0,40.69,68.06,0.36,-0.0,0.93,0.02,29,-206864384,-60.98,33497,58.82352941176471,436
27742,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.48,237.52,0,,Force Sensor 3,0,355.81,-55.81,-176.69,5.12,-1411.94,2.44,-1.26,-0.31,-10.94,-40.0,40.69,68.06,0.47,0.0,0.88,0.02,29,-192118784,79.63,33507,83.33333333333333,451
27755,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.35,249.98,0,,Force Sensor 3,0,356.69,-69.94,-174.62,5.62,-1466.88,3.31,1.29,-0.25,-10.95,52.25,32.25,51.06,0.57,0.0,0.82,0.02,29,-221741056,237.62,33520,62.5,464
27772,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.73,252.33,0,,Force Sensor 3,0,357.31,-84.06,-178.12,6.0,-1490.5,3.06,-0.47,-0.33,-11.58,52.25,32.25,51.06,0.76,0.01,0.65,0.01,29,-213549056,342.57,33533,58.82352941176471,481
27788,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.62,249.55,0,,Force Sensor 3,0,357.81,-80.87,-11.88,6.19,-1555.38,3.31,2.14,0.04,-11.6,52.25,32.25,51.06,0.84,0.01,0.55,0.01,29,-222855168,406.85,33546,66.66666666666667,497
27805,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.75,244.68,0,,Force Sensor 3,0,358.56,-51.19,-3.12,5.87,-1541.56,2.69,0.91,-0.36,-12.35,52.25,32.25,51.06,0.9,0.01,0.43,0.01,29,-219152384,422.71,33559,55.555555555555564,514
27819,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.74,249.89,0,,Force Sensor 3,0,358.87,-36.44,-2.5,6.06,-1535.94,3.19,2.13,0.19,-10.63,71.69,34.75,-32.75,0.95,0.02,0.31,0.01,29,-219971584,375.67,33572,83.33333333333333,528
27833,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.73,254.77,0,,Force Sensor 3,0,359.12,-21.87,-2.25,5.87,-1512.5,2.81,0.4,-0.12,-12.19,71.69,34.75,-32.75,1.0,0.02,0.06,0.01,29,-222953472,274.88,33585,58.82352941176471,542
27854,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.09,262.07,0,,Force Sensor 3,0,359.62,7.12,-2.19,6.19,-1514.0,2.81,-1.2,-0.02,-12.03,71.69,34.75,-32.75,1.0,0.02,-0.06,0.0,29,-222068736,136.02,33598,62.5,563
27866,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.09,262.07,0,,Force Sensor 3,0,359.87,22.0,-2.44,5.87,-1547.5,3.06,1.48,-0.06,-13.74,71.69,34.75,-32.75,0.98,0.02,-0.19,0.0,29,-211517440,-31.19,33611,66.66666666666667,575
27881,0.0,0.0,0.0,0.0,0,,,,250.0,15,32.71,259.55,0,,Force Sensor 3,0,0.19,37.19,-2.87,6.62,-1581.31,3.06,0.11,-0.15,-13.67,-5.0,44.75,-67.5,0.9,0.02,-0.44,-0.0,29,-226492416,-219.71,33624,71.42857142857143,590
27898,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.22,254.6,0,,Force Sensor 3,0,0.5,52.5,-3.81,6.81,-1639.38,3.44,-0.29,-0.06,-15.33,-5.0,44.75,-67.5,0.83,0.02,-0.56,-0.01,29,-212762624,-377.43,33637,66.66666666666667,607
27911,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.47,249.89,0,,Force Sensor 3,0,1.25,83.5,-2.31,6.75,-1622.63,3.31,1.72,-0.18,-14.87,-5.0,44.75,-67.5,0.74,0.02,-0.67,-0.01,29,-220069888,-509.7,33650,71.42857142857143,620
27923,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.7,239.55,0,,Force Sensor 3,0,1.81,80.19,-166.44,6.62,-1617.38,3.31,1.61,-0.11,-13.53,-5.0,44.75,-67.5,0.65,0.02,-0.76,-0.01,29,-220200960,-576.31,33663,71.42857142857143,632
27939,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.46,232.46,0,,Force Sensor 3,0,2.56,65.12,-174.62,6.56,-1579.19,3.37,0.85,-0.09,-12.78,-72.87,46.88,-11.5,0.42,0.02,-0.91,-0.01,29,-216367104,-598.33,33677,58.82352941176471,648
27955,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.59,225.04,0,,Force Sensor 3,0,358.31,35.63,-177.37,5.94,-1518.38,3.12,0.19,0.0,-12.22,-72.87,46.88,-11.5,0.19,0.01,-0.98,-0.02,29,-217841664,-560.17,33690,62.5,664
27972,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.73,232.38,0,,Force Sensor 3,0,359.44,-19.69,-177.94,5.5,-1406.13,2.94,-0.16,-0.14,-10.18,-37.38,40.0,68.37,-0.28,0.0,-0.96,-0.02,29,-220626944,-209.5,33735,58.82352941176471,681
27987,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.63,229.78,0,,Force Sensor 3,0,354.94,-46.56,-177.31,5.62,-1403.19,3.44,-0.85,-0.11,-9.57,-37.38,40.0,68.37,-0.4,-0.0,-0.92,-0.02,29,-213483520,-48.32,33747,83.33333333333333,696
28001,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.77,244.51,0,,Force Sensor 3,0,356.12,-60.25,-176.31,5.25,-1423.06,2.56,-0.18,-0.26,-10.53,-37.38,40.0,68.37,-0.6,-0.01,-0.8,-0.02,29,-206503936,88.52,33760,58.82352941176471,710
28017,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.04,242.4,0,,Force Sensor 3,0,356.94,-74.06,-173.25,5.75,-1441.25,3.37,0.75,-0.19,-10.19,56.75,31.56,47.06,-0.6,-0.01,-0.8,-0.02,29,-214040576,244.57,33769,62.5,726
28032,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.89,247.37,0,,Force Sensor 3,0,357.5,-87.31,-178.12,5.69,-1441.63,3.12,-1.66,-0.29,-10.43,56.75,31.56,47.06,-0.78,-0.01,-0.63,-0.01,29,-216203264,339.03,33781,71.42857142857143,741
28049,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.9,244.85,0,,Force Sensor 3,0,357.94,-77.5,-8.75,5.31,-1480.25,3.06,0.33,-0.18,-11.37,56.75,31.56,47.06,-0.85,-0.01,-0.52,-0.01,29,-211386368,403.42,33793,62.5,758
28066,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.03,245.01,0,,Force Sensor 3,0,358.31,-62.94,-4.25,5.69,-1509.63,2.94,0.27,-0.11,-12.05,56.75,31.56,47.06,-0.91,-0.01,-0.41,-0.01,29,-221642752,422.7,33808,71.42857142857143,775
28077,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.02,247.54,0,,Force Sensor 3,0,358.94,-33.81,-2.44,5.94,-1519.0,3.25,1.73,0.14,-10.87,69.87,33.75,-37.56,-0.96,-0.02,-0.29,-0.01,29,-217055232,375.67,33819,58.82352941176471,786
28095,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.52,265.04,0,,Force Sensor 3,0,359.19,-19.44,-2.19,5.69,-1497.19,2.56,0.89,-0.23,-11.66,69.87,33.75,-37.56,-1.0,-0.02,-0.04,-0.0,29,-218464256,279.18,33832,62.5,804
28110,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.01,262.07,0,,Force Sensor 3,0,359.44,-5.06,-2.12,5.87,-1492.88,3.0,0.05,-0.16,-13.5,69.87,33.75,-37.56,-1.0,-0.02,0.08,-0.0,29,-224296960,143.47,33845,62.5,819
28126,0.0,0.0,0.0,0.0,0,,,,250.0,15,32.77,259.55,0,,Force Sensor 3,0,359.94,24.31,-2.44,6.06,-1551.31,3.06,1.12,-0.08,-13.68,69.87,33.75,-37.56,-0.98,-0.02,0.21,-0.0,29,-211058688,-19.99,33858,58.82352941176471,835
28145,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.27,262.25,0,,Force Sensor 3,0,0.25,39.5,-3.0,6.31,-1582.44,3.0,-0.63,-0.13,-13.54,-7.19,45.19,-67.19,-0.94,-0.02,0.34,0.0,29,-220823552,-209.4,33871,66.66666666666667,854
28157,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.12,254.51,0,,Force Sensor 3,0,0.56,54.94,-4.06,6.5,-1605.25,3.0,-0.52,-0.12,-15.12,-7.19,45.19,-67.19,-0.82,-0.02,0.58,0.01,29,-226131968,-370.15,33884,71.42857142857143,866
28173,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.89,242.24,0,,Force Sensor 3,0,1.37,85.69,-2.31,6.44,-1624.0,3.56,0.99,-0.09,-14.82,-7.19,45.19,-67.19,-0.73,-0.02,0.68,0.01,29,-217186304,-501.71,33902,62.5,882
28189,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.13,237.35,0,,Force Sensor 3,0,1.94,77.81,-169.12,6.44,-1619.31,3.31,1.47,0.0,-13.67,-7.19,45.19,-67.19,-0.52,-0.02,0.85,0.01,29,-221642752,-577.02,33911,83.33333333333333,898
28202,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.38,234.99,0,,Force Sensor 3,0,2.75,62.56,-175.12,6.5,-1595.44,3.19,0.53,-0.1,-14.14,-72.87,49.56,-6.69,-0.4,-0.02,0.92,0.01,29,-220299264,-595.12,33923,50.0,911
28221,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.39,237.6,0,,Force Sensor 3,0,355.5,-52.06,-177.0,5.5,-1451.13,3.19,-0.66,-0.31,-10.35,-32.25,40.25,70.06,0.44,0.0,0.9,0.02,30,-204963840,-24.18,33997,71.42857142857143,930
28233,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.39,239.8,0,,Force Sensor 3,0,356.5,-66.19,-175.44,5.44,-1469.31,2.5,1.58,-0.27,-11.16,-32.25,40.25,70.06,0.55,0.0,0.84,0.02,30,-216039424,109.84,34010,66.66666666666667,942
28251,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.28,240.21,0,,Force Sensor 3,0,357.19,-80.25,-169.06,6.19,-1470.94,3.31,0.08,-0.2,-10.68,61.06,31.87,39.56,0.65,0.01,0.76,0.02,30,-212533248,265.94,34019,66.66666666666667,960
28265,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.27,242.32,0,,Force Sensor 3,0,357.69,-85.06,-1.81,5.25,-1464.19,2.87,0.39,-0.23,-10.78,61.06,31.87,39.56,0.81,0.01,0.58,0.01,30,-226230272,348.75,34031,62.5,974
28280,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.16,244.76,0,,Force Sensor 3,0,358.12,-71.0,-5.81,5.62,-1486.38,3.06,-0.33,-0.22,-11.12,61.06,31.87,39.56,0.88,0.01,0.48,0.01,30,-216629248,410.08,34044,66.66666666666667,989
28295,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.05,242.49,0,,Force Sensor 3,0,358.44,-56.75,-3.5,5.44,-1489.44,3.31,3.34,-0.05,-10.67,61.06,31.87,39.56,0.93,0.01,0.36,0.01,30,-215220224,416.96,34058,76.92307692307692,1004
28311,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.17,245.18,0,,Force Sensor 3,0,359.0,-28.06,-2.31,5.94,-1491.75,2.69,0.38,-0.09,-10.93,64.75,35.56,-42.69,0.97,0.02,0.24,0.01,30,-222756864,365.83,34067,58.82352941176471,1020
28325,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.03,247.12,0,,Force Sensor 3,0,359.25,-13.81,-2.19,5.56,-1481.13,3.06,0.98,-0.1,-11.58,64.75,35.56,-42.69,0.99,0.02,0.12,0.01,30,-224559104,264.81,34080,83.33333333333333,1034
28337,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.94,252.33,0,,Force Sensor 3,0,359.5,0.44,-2.12,5.87,-1488.5,3.0,-0.57,-0.19,-11.74,64.75,35.56,-42.69,0.99,0.02,-0.13,0.0,30,-214663168,124.24,34093,58.82352941176471,1046
28354,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.18,257.38,0,,Force Sensor 3,0,359.75,15.0,-2.31,6.37,-1554.38,3.37,0.74,-0.04,-13.27,64.75,35.56,-42.69,0.97,0.02,-0.26,-0.0,30,-224854016,-36.98,34108,66.66666666666667,1063
28369,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.41,264.32,0,,Force Sensor 3,0,0.31,44.94,-3.25,6.25,-1562.63,3.0,-2.13,-0.12,-13.55,-15.38,45.56,-64.87,0.92,0.02,-0.38,-0.0,30,-226623488,-228.57,34119,58.82352941176471,1078
28387,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.16,259.81,0,,Force Sensor 3,0,0.62,60.38,-4.69,6.62,-1607.38,3.0,2.38,0.03,-14.99,-15.38,45.56,-64.87,0.79,0.02,-0.62,-0.01,30,-215220224,-376.8,34132,66.66666666666667,1096
28403,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.27,259.73,0,,Force Sensor 3,0,1.0,75.75,-9.5,6.75,-1608.69,3.62,1.74,-0.01,-14.03,-15.38,45.56,-64.87,0.7,0.02,-0.72,-0.01,30,-233668608,-511.82,34145,66.66666666666667,1112
28415,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.27,251.99,0,,Force Sensor 3,0,2.12,73.12,-172.12,6.44,-1588.94,2.94,0.52,-0.27,-13.08,-15.38,45.56,-64.87,0.6,0.02,-0.8,-0.01,30,-219119616,-574.78,34159,66.66666666666667,1124
28431,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.66,249.81,0,,Force Sensor 3,0,3.0,57.88,-175.81,6.81,-1592.63,3.5,0.94,-0.09,-14.07,-74.37,48.38,-0.88,0.48,0.02,-0.87,-0.01,30,-218038272,-596.2,34171,58.82352941176471,1140
28448,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.28,239.88,0,,Force Sensor 3,0,358.19,42.5,-177.06,6.31,-1596.75,3.44,-0.12,-0.25,-13.65,-74.37,48.38,-0.88,0.24,0.01,-0.97,-0.02,30,-216858624,-555.84,34184,66.66666666666667,1157
28464,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.28,242.32,0,,Force Sensor 3,0,358.5,27.44,-177.62,6.62,-1555.06,3.25,-0.54,-0.15,-11.69,-74.37,48.38,-0.88,0.11,0.01,-0.99,-0.02,30,-213090304,-456.93,34197,76.92307692307692,1173
28476,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.16,242.4,0,,Force Sensor 3,0,359.94,-44.56,-177.37,5.44,-1472.63,3.81,-0.93,-0.14,-10.29,-26.06,39.19,72.75,-0.49,-0.0,-0.87,-0.02,30,-214204416,-2.87,34246,58.82352941176471,1185
28493,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.16,242.16,0,,Force Sensor 3,0,356.87,-73.19,-173.62,5.81,-1495.13,3.5,2.15,-0.16,-11.0,-26.06,39.19,72.75,-0.6,-0.0,-0.8,-0.02,30,-216760320,147.05,34256,66.66666666666667,1202
28508,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.18,237.11,0,,Force Sensor 3,0,357.44,-86.87,-178.12,5.62,-1474.44,3.12,-0.49,-0.28,-10.1,66.19,31.56,33.19,-0.69,-0.01,-0.72,-0.02,30,-217120768,287.39,34265,71.42857142857143,1217
28526,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.31,229.7,0,,Force Sensor 3,0,357.44,-86.87,-178.12,5.37,-1479.38,2.87,1.28,-0.22,-10.7,66.19,31.56,33.19,-0.78,-0.01,-0.63,-0.01,30,-214597632,365.37,34276,62.5,1235
28537,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.31,229.7,0,,Force Sensor 3,0,358.25,-63.94,-4.37,6.06,-1480.25,2.87,1.89,-0.06,-10.08,66.19,31.56,33.19,-0.91,-0.01,-0.42,-0.01,30,-213254144,414.52,34291,66.66666666666667,1246
28553,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.7,237.52,0,,Force Sensor 3,0,358.56,-50.0,-3.06,5.25,-1449.19,2.94,0.76,-0.18,-10.79,66.19,31.56,33.19,-0.95,-0.02,-0.31,-0.01,30,-222527488,409.9,34303,76.92307692307692,1262
28566,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.45,237.6,0,,Force Sensor 3,0,358.87,-36.19,-2.5,5.5,-1436.56,3.0,-0.8,-0.24,-10.2,59.25,37.5,-49.75,-0.98,-0.02,-0.2,-0.01,30,-221773824,356.56,34314,62.5,1275
28582,0.0,0.0,0.0,0.0,0,,,,250.0,15,34.45,242.16,0,,Force Sensor 3,0,359.12,-22.69,-2.25,5.69,-1404.06,2.56,-0.06,-0.04,-10.91,59.25,37.5,-49.75,-1.0,-0.02,-0.08,-0.01,30,-219447296,253.22,34327,62.5,1291
28599,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.72,252.16,0,,Force Sensor 3,0,359.56,4.87,-2.19,5.87,-1445.0,2.69,1.06,-0.1,-12.2,59.25,37.5,-49.75,-0.99,-0.02,0.17,-0.0,30,-229539840,122.02,34343,66.66666666666667,1308
28616,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.72,259.73,0,,Force Sensor 3,0,359.81,19.06,-2.37,5.87,-1492.94,2.94,0.65,-0.09,-12.12,59.25,37.5,-49.75,-0.96,-0.02,0.29,0.0,30,-226361344,-38.87,34354,55.555555555555564,1325
28629,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.34,257.12,0,,Force Sensor 3,0,0.06,33.38,-2.75,5.87,-1492.94,2.94,-3.18,-0.14,-12.8,-20.5,46.56,-63.69,-0.91,-0.02,0.41,0.0,30,-211943424,-216.48,34366,76.92307692307692,1338
28644,0.0,0.0,0.0,0.0,0,,,,250.0,15,33.47,259.64,0,,Force Sensor 3,0,0.69,63.0,-5.12,6.69,-1572.19,3.31,2.17,0.0,-14.08,-20.5,46.56,-63.69,-0.85,-0.02,0.52,0.01,30,-216203264,-370.94,34381,66.66666666666667,1353
